,year,url,batter,batter_hand,pitcher,pitcher_hand,event,type,x,y,start_speed,end_speed,sz_top,sz_bot,pfx_x,pfx_z,px,py,pz,x0,y0,z0,vx0,vy0,vz0,ax,ay,az,break_y,break_angle,break_length,pitch_type,spin_dir,spin_rate
33235,2013,http://gd2.mlb.com/components/game/mlb/year_2013/month_04/day_16/gid_2013_04_16_anamlb_minmlb_1/inning/inning_all.xml,405395,R,450282,L,Groundout,X,115.88,141.61,93.1,86,3.37,1.67,8.32,9.92,-0.564,1.4,2.729,1.636,50,5.43,-8.845,-136.149,-4.803,15.721,27.971,-13.352,23.8,-44.2,4.3,Two-seam fastball,140.131,2613.219
33385,2013,http://gd2.mlb.com/components/game/mlb/year_2013/month_04/day_19/gid_2013_04_19_detmlb_anamlb_1/inning/inning_all.xml,405395,R,434671,R,Single,X,56.65,143.33,86.6,80.1,3.34,1.5,2.54,1.75,1.33,1.4,2.495,-0.025,50,6.058,2.57,-126.974,-3.09,4.137,26.286,-29.253,23.8,-8.8,7.5,Slider,125.225,578.636
33392,2013,http://gd2.mlb.com/components/game/mlb/year_2013/month_04/day_19/gid_2013_04_19_detmlb_anamlb_1/inning/inning_all.xml,405395,R,434671,R,Lineout,X,90.13,163.19,85,78.8,3.34,1.5,-5.74,5.16,0.187,1.4,1.71,-0.395,50,5.788,3.271,-124.509,-5.166,-9.044,24.341,-23.972,23.8,18.7,6.8,Split finger fastball,227.794,1422.63
33405,2013,http://gd2.mlb.com/components/game/mlb/year_2013/month_04/day_19/gid_2013_04_19_detmlb_anamlb_1/inning/inning_all.xml,405395,R,434671,R,Groundout,X,87.55,151.1,88.5,80.8,3.34,1.5,-5.3,8.81,0.228,1.4,2.243,-0.326,50,5.888,3.163,-129.665,-5.895,-8.921,30.058,-17.274,23.7,23.8,4.9,Split finger fastball,210.909,1943.081
33407,2013,http://gd2.mlb.com/components/game/mlb/year_2013/month_04/day_19/gid_2013_04_19_detmlb_anamlb_1/inning/inning_all.xml,405395,R,434671,R,Single,X,79.83,138.15,93,85.8,3.34,1.5,-3.58,10.14,0.591,1.4,2.665,-0.234,50,5.902,3.471,-136.139,-6.294,-6.735,29.037,-13.016,23.8,22.8,3.4,Sinker,199.368,2164.08
33409,2013,http://gd2.mlb.com/components/game/mlb/year_2013/month_04/day_19/gid_2013_04_19_detmlb_anamlb_1/inning/inning_all.xml,405395,R,500903,R,Single,X,122.75,147.65,96.3,88.2,3.34,1.5,-6.11,7.8,-0.858,1.4,2.379,-3.059,50,5.153,8.318,-140.972,-4.738,-12.239,33.449,-16.483,23.8,30.4,4.1,Four seam fast ball,217.953,2047.94
33461,2013,http://gd2.mlb.com/components/game/mlb/year_2013/month_04/day_20/gid_2013_04_20_detmlb_anamlb_1/inning/inning_all.xml,405395,R,519144,R,Single,X,119.31,151.1,93.7,87,3.34,1.5,-9.66,2.29,-0.533,1.4,2.256,-2.81,50,5.785,9.591,-137.081,-4.476,-18.521,28.234,-27.716,23.8,30.2,7,Two-seam fastball,256.466,2016.133
33465,2013,http://gd2.mlb.com/components/game/mlb/year_2013/month_04/day_20/gid_2013_04_20_detmlb_anamlb_1/inning/inning_all.xml,405395,R,592767,L,Double,X,104.72,155.42,77.1,70.8,3.34,1.5,-0.32,0.59,-0.275,1.4,1.845,1.244,50,6.985,-3.27,-112.982,-4.301,-0.411,23.933,-31.355,23.8,1.8,10.3,Slider,206.648,117.666
33471,2013,http://gd2.mlb.com/components/game/mlb/year_2013/month_04/day_20/gid_2013_04_20_detmlb_anamlb_1/inning/inning_all.xml,405395,R,592767,L,Flyout,X,113.3,114.84,84.5,77.8,3.34,1.5,1.87,6.34,-0.472,1.4,3.677,1.359,50,6.802,-5.062,-123.752,-3.062,2.897,25.278,-22.287,23.8,-4.8,6,Cut-Fastball,163.67,1207.815
33562,2013,http://gd2.mlb.com/components/game/mlb/year_2013/month_04/day_21/gid_2013_04_21_detmlb_anamlb_1/inning/inning_all.xml,405395,R,450729,R,Field Error,X,127.9,121.75,74.7,68.9,3.32,1.5,7.1,-8,-0.869,1.4,3.568,-3.566,50,6.539,3.818,-109.385,3.312,8.502,21.378,-41.685,23.8,-12.5,14.3,Curve ball,41.793,1691.982
33594,2013,http://gd2.mlb.com/components/game/mlb/year_2013/month_04/day_21/gid_2013_04_21_detmlb_anamlb_1/inning/inning_all.xml,405395,R,276542,R,Flyout,X,106.44,168.37,85.1,78.5,3.32,1.5,-6.14,8.32,-0.089,1.4,1.518,-2.766,50,5.909,8.525,-124.269,-6.883,-9.609,24.864,-19.085,23.8,21.4,5.7,Change-up,216.282,1895.646
33645,2013,http://gd2.mlb.com/components/game/mlb/year_2013/month_04/day_22/gid_2013_04_22_texmlb_anamlb_1/inning/inning_all.xml,405395,R,502706,L,Grounded Into DP,X,93.56,152.83,83.3,75.4,3.33,1.5,1,3.82,0.193,1.4,2.046,1.909,50,6.095,-4.397,-122.079,-4.094,1.464,29.972,-26.491,23.7,-1,7.6,Slider,165.556,697.415
33666,2013,http://gd2.mlb.com/components/game/mlb/year_2013/month_04/day_22/gid_2013_04_22_texmlb_anamlb_1/inning/inning_all.xml,405395,R,150274,R,Lineout,X,127.9,137.29,92.7,84.8,3.33,1.5,-9.05,7.25,-0.841,1.4,2.804,-2.14,50,6.177,6.601,-135.679,-5.499,-16.733,32.014,-18.707,23.7,37.3,5.5,Two-seam fastball,231.171,2296.711
33715,2013,http://gd2.mlb.com/components/game/mlb/year_2013/month_04/day_23/gid_2013_04_23_texmlb_anamlb_1/inning/inning_all.xml,405395,R,468396,R,Grounded Into DP,X,92.7,135.56,93.2,85,3.32,1.5,-4.18,12.1,0.093,1.4,3.01,-1.689,50,6.212,6.232,-136.372,-6.804,-7.787,32.791,-9.547,23.7,29.5,2.8,Four seam fast ball,198.989,2545.715
33722,2013,http://gd2.mlb.com/components/game/mlb/year_2013/month_04/day_23/gid_2013_04_23_texmlb_anamlb_1/inning/inning_all.xml,405395,R,468396,R,Groundout,X,84.12,145.06,79.1,73.6,3.32,1.5,5.02,-0.25,0.469,1.4,2.397,-1.567,50,6.14,3.169,-115.984,-1.49,6.847,21.545,-32.447,23.8,-12.7,10,Slider,87.717,857.135
33730,2013,http://gd2.mlb.com/components/game/mlb/year_2013/month_04/day_23/gid_2013_04_23_texmlb_anamlb_1/inning/inning_all.xml,405395,R,543726,L,Groundout,X,117.6,134.7,91.8,83.9,3.32,1.5,3.07,7.1,-0.602,1.4,2.775,2.258,50,5.526,-8.61,-134.261,-3.626,5.564,31.167,-19.244,23.8,-10.2,4.6,Four seam fast ball,156.718,1521.044
33739,2013,http://gd2.mlb.com/components/game/mlb/year_2013/month_04/day_23/gid_2013_04_23_texmlb_anamlb_1/inning/inning_all.xml,405395,R,517451,L,Forceout,X,80.69,152.83,83.5,76.5,3.32,1.5,6.57,9.14,0.486,1.4,2.088,2.112,50,5.25,-5.965,-122.233,-3.798,9.883,25.462,-18.356,23.8,-24.4,5.7,Change-up,144.428,2016.369
33800,2013,http://gd2.mlb.com/components/game/mlb/year_2013/month_04/day_24/gid_2013_04_24_texmlb_anamlb_1/inning/inning_all.xml,405395,R,506433,R,Flyout,X,80.69,121.75,96.6,86.6,3.33,1.5,-6.04,11.13,0.61,1.4,3.539,-2.279,50,5.352,10.123,-141.279,-3.151,-11.88,40.083,-10.199,23.6,39.1,3,Four seam fast ball,208.395,2565.246
33805,2013,http://gd2.mlb.com/components/game/mlb/year_2013/month_04/day_24/gid_2013_04_24_texmlb_anamlb_1/inning/inning_all.xml,405395,R,506433,R,Single,X,108.15,148.51,88.9,82.1,3.33,1.5,0.29,3.15,-0.2,1.4,2.351,-2.694,50,4.988,6.317,-130.155,-1.588,0.492,27.061,-26.684,23.8,-3.7,6.4,Cut-Fastball,174.881,614.399
33810,2013,http://gd2.mlb.com/components/game/mlb/year_2013/month_04/day_25/gid_2013_04_25_anamlb_seamlb_1/inning/inning_all.xml,405395,R,543506,R,Groundout,X,73.82,152.83,88.1,82.1,3.32,1.5,1.75,-4.49,0.772,1.4,2.141,-1.626,50,5.574,5.54,-129.053,-0.987,2.973,25.598,-39.717,23.9,-5.6,9.6,Slider,21.51,911.453
33815,2013,http://gd2.mlb.com/components/game/mlb/year_2013/month_04/day_25/gid_2013_04_25_anamlb_seamlb_1/inning/inning_all.xml,405395,R,543506,R,Groundout,X,96.14,123.47,93.6,85.4,3.32,1.5,-7.1,3.36,0.116,1.4,3.503,-1.181,50,5.676,5.978,-137.113,-1.075,-13.37,33.302,-25.766,23.7,24.7,6.2,Two-seam fastball,244.392,1568.76
33821,2013,http://gd2.mlb.com/components/game/mlb/year_2013/month_04/day_25/gid_2013_04_25_anamlb_seamlb_1/inning/inning_all.xml,405395,R,543506,R,Single,X,68.67,162.33,86.1,79.7,3.45,1.67,1.85,-5.9,0.902,1.4,1.744,-1.6,50,5.433,5.62,-126.08,-0.806,2.968,26.568,-41.556,23.8,-5.5,10.6,Slider,17.553,1132.304
33824,2013,http://gd2.mlb.com/components/game/mlb/year_2013/month_04/day_25/gid_2013_04_25_anamlb_seamlb_1/inning/inning_all.xml,405395,R,452666,R,Groundout,X,85.84,165.78,77.8,72.7,3.32,1.5,6.95,-15.52,0.345,1.4,1.583,-1.362,50,6.092,1.808,-114.132,1.541,9.103,22.42,-52.427,23.9,-10.1,16.4,Curve ball,24.201,2822.537
33869,2013,http://gd2.mlb.com/components/game/mlb/year_2013/month_04/day_26/gid_2013_04_26_anamlb_seamlb_1/inning/inning_all.xml,405395,R,421685,R,Sac Fly,X,104.72,128.65,89,80.5,3.32,1.5,-7.4,8.27,-0.048,1.4,3.307,-1.963,50,6.204,7.323,-130.213,-3.822,-12.449,32.347,-18.179,23.7,29.2,5.3,Two-seam fastball,221.653,2086.897
33872,2013,http://gd2.mlb.com/components/game/mlb/year_2013/month_04/day_26/gid_2013_04_26_anamlb_seamlb_1/inning/inning_all.xml,405395,R,421685,R,Grounded Into DP,X,90.13,149.38,80,73.6,3.32,1.5,0.84,-6.84,0.269,1.4,2.544,-1.937,50,6.519,4.823,-117.303,-0.129,1.156,25.441,-41.483,23.8,-2.8,12.3,Slider,7.077,1160.163
33876,2013,http://gd2.mlb.com/components/game/mlb/year_2013/month_04/day_26/gid_2013_04_26_anamlb_seamlb_1/inning/inning_all.xml,405395,R,456051,R,Single,X,100.43,136.43,86.3,79.4,3.32,1.5,-6.6,2.23,-0.024,1.4,2.929,-2.192,50,6.109,7.532,-126.344,-2.187,-10.621,26.91,-28.515,23.8,17.5,7.7,Change-up,250.99,1289.932
33878,2013,http://gd2.mlb.com/components/game/mlb/year_2013/month_04/day_26/gid_2013_04_26_anamlb_seamlb_1/inning/inning_all.xml,405395,R,456051,R,Sac Fly,X,112.45,148.51,92.3,84.8,3.32,1.5,-7.37,4.12,-0.327,1.4,2.384,-2.735,50,5.501,8.956,-134.955,-3.685,-13.556,30.243,-24.531,23.8,24.7,6.2,Four seam fast ball,240.585,1672.95
33942,2013,http://gd2.mlb.com/components/game/mlb/year_2013/month_04/day_27/gid_2013_04_27_anamlb_seamlb_1/inning/inning_all.xml,405395,R,433587,R,Groundout,X,112.45,148.51,92.5,85.2,3.31,1.5,-7.71,10.07,-0.411,1.4,2.271,-1.678,50,6.08,6.063,-135.38,-7.674,-14.31,29.472,-13.41,23.8,40.9,4.4,Four seam fast ball,217.329,2528.845
33943,2013,http://gd2.mlb.com/components/game/mlb/year_2013/month_04/day_27/gid_2013_04_27_anamlb_seamlb_1/inning/inning_all.xml,405395,R,433587,R,Flyout,X,80.69,150.24,91.3,83.4,3.31,1.5,-2.06,6.51,0.529,1.4,2.318,-1.994,50,5.956,7.324,-133.613,-5.653,-3.679,31.852,-20.462,23.7,5.3,5,Four seam fast ball,197.437,1332.965
33949,2013,http://gd2.mlb.com/components/game/mlb/year_2013/month_04/day_27/gid_2013_04_27_anamlb_seamlb_1/inning/inning_all.xml,405395,R,433587,R,Groundout,X,77.25,146.79,83.5,77.4,3.31,1.5,1.92,-2.33,0.628,1.4,2.398,-1.809,50,6.129,5.28,-122.363,-1.625,2.901,24.659,-35.619,23.8,-6.1,9.7,Slider,40.099,533.983
33951,2013,http://gd2.mlb.com/components/game/mlb/year_2013/month_04/day_27/gid_2013_04_27_anamlb_seamlb_1/inning/inning_all.xml,405395,R,452666,R,Flyout,X,99.57,148.51,95.9,87.1,3.31,1.5,-5.68,7.08,0.058,1.4,2.347,-1.71,50,6.043,6.887,-140.365,-6.856,-11.137,36.91,-18.219,23.7,25.2,4.6,Two-seam fastball,218.591,1845.378
34002,2013,http://gd2.mlb.com/components/game/mlb/year_2013/month_04/day_28/gid_2013_04_28_anamlb_seamlb_1/inning/inning_all.xml,405395,R,547874,R,Groundout,X,77.25,150.24,79.3,72.1,3.32,1.5,4.19,4.21,0.609,1.4,2.156,-2.443,50,5.459,5.701,-116.18,-1.675,5.591,26.442,-26.478,23.7,-14.2,8.5,Slider,135.534,996.674
34004,2013,http://gd2.mlb.com/components/game/mlb/year_2013/month_04/day_28/gid_2013_04_28_anamlb_seamlb_1/inning/inning_all.xml,405395,R,547874,R,Flyout,X,109.87,136.43,89,80.3,3.32,1.5,-10.11,3.91,-0.289,1.4,2.764,-2.232,50,5.488,8.28,-130.269,-1.924,-16.969,33.298,-25.542,23.7,29.8,7.3,Sinker,248.652,2029.012
34015,2013,http://gd2.mlb.com/components/game/mlb/year_2013/month_04/day_28/gid_2013_04_28_anamlb_seamlb_1/inning/inning_all.xml,405395,R,452666,R,Flyout,X,72.1,123.47,96.7,87.3,3.32,1.5,-1.57,8.62,0.837,1.4,3.416,-1.406,50,6.251,6.773,-141.549,-5.141,-3.112,38.881,-14.996,23.7,4.5,3.4,Four seam fast ball,190.267,1789.288
34078,2013,http://gd2.mlb.com/components/game/mlb/year_2013/month_04/day_29/gid_2013_04_29_anamlb_oakmlb_1/inning/inning_all.xml,405395,R,573185,R,Home Run,X,106.44,137.29,89.8,84,3.3,1.5,-3.95,7.29,-0.206,1.4,3.018,-2.28,50,6.302,6.764,-131.395,-4.922,-7.025,23.155,-19.127,23.9,16.4,4.7,Four seam fast ball,208.298,1636.118
34083,2013,http://gd2.mlb.com/components/game/mlb/year_2013/month_04/day_29/gid_2013_04_29_anamlb_oakmlb_1/inning/inning_all.xml,405395,R,573185,R,Groundout,X,116.74,151.97,83.4,78.6,3.3,1.5,0.5,-0.75,-0.64,1.4,2.349,-2.418,50,6.321,4.165,-122.174,-2.818,0.765,19.697,-33.26,23.9,-2.3,8.8,Slider,35.16,157.743
34087,2013,http://gd2.mlb.com/components/game/mlb/year_2013/month_04/day_29/gid_2013_04_29_anamlb_oakmlb_1/inning/inning_all.xml,405395,R,573185,R,Single,X,62.66,176.14,82.8,77.4,3.3,1.5,1.51,-0.92,1.118,1.4,0.923,-2.161,50,6.233,7.379,-121.153,-5.721,2.251,23.187,-33.471,23.9,-5.7,9.4,Slider,60.049,311.096
34091,2013,http://gd2.mlb.com/components/game/mlb/year_2013/month_04/day_29/gid_2013_04_29_anamlb_oakmlb_1/inning/inning_all.xml,405395,R,450212,R,Home Run,X,103.86,151.97,81.1,76.4,3.3,1.5,4.58,-0.8,-0.165,1.4,2.233,-1.917,50,4.44,2.736,-118.927,1.796,6.696,18.243,-33.271,23.9,-12.1,9.3,Slider,80.696,827.73
34095,2013,http://gd2.mlb.com/components/game/mlb/year_2013/month_04/day_29/gid_2013_04_29_anamlb_oakmlb_1/inning/inning_all.xml,405395,R,434592,R,Single,X,73.82,150.24,87.8,83,3.3,1.5,2.85,3.26,0.886,1.4,2.095,-0.935,50,5.877,3.719,-128.699,-4.543,4.899,20.599,-26.503,23.9,-11.3,6.5,Slider,139.178,844.777
34101,2013,http://gd2.mlb.com/components/game/mlb/year_2013/month_04/day_29/gid_2013_04_29_anamlb_oakmlb_1/inning/inning_all.xml,405395,R,474463,L,Flyout,X,93.56,153.69,92.1,85.7,3.3,1.5,12.43,6.13,0.28,1.4,2.124,0.947,50,6.048,-6.104,-134.82,-6.614,23.095,26.61,-20.699,23.9,-45,6.8,Two-seam fastball,116.422,2775.087
34107,2013,http://gd2.mlb.com/components/game/mlb/year_2013/month_04/day_29/gid_2013_04_29_anamlb_oakmlb_1/inning/inning_all.xml,405395,R,474463,L,Flyout,X,102.15,128.65,81.8,76.7,3.3,1.5,-1.32,-7.82,-0.586,1.4,1.837,0.941,50,6.135,-3.218,-119.926,-1.033,-1.94,21.661,-43.564,23.9,3.2,12.1,Slider,350.336,1397.728
34109,2013,http://gd2.mlb.com/components/game/mlb/year_2013/month_04/day_29/gid_2013_04_29_anamlb_oakmlb_1/inning/inning_all.xml,405395,R,460283,L,Flyout,X,93.56,155.42,83.4,77.4,3.3,1.5,-1.89,3.77,0.16,1.4,2.004,2.89,50,5.213,-6.004,-122.159,-2.29,-2.861,23.213,-26.383,23.8,8.3,7.2,Slider,206.29,767.104
34147,2013,http://gd2.mlb.com/components/game/mlb/year_2013/month_04/day_30/gid_2013_04_30_anamlb_oakmlb_1/inning/inning_all.xml,405395,R,519105,R,Grounded Into DP,X,114.16,156.29,91.2,84.7,3.32,1.5,-7.22,7.3,-0.488,1.4,2.002,-1.444,50,5.796,5.008,-133.486,-6.472,-13.123,26.64,-18.82,23.8,31.2,5.2,Two-seam fastball,224.499,2034.871
34150,2013,http://gd2.mlb.com/components/game/mlb/year_2013/month_04/day_30/gid_2013_04_30_anamlb_oakmlb_1/inning/inning_all.xml,405395,R,519105,R,Flyout,X,131.33,150.24,92.4,85.4,3.32,1.5,-6.45,6.28,-1.028,1.4,2.399,-1.441,50,5.757,3.347,-135.358,-5.163,-11.994,28.976,-20.427,23.8,27.7,5.3,Two-seam fastball,225.595,1799.392
34153,2013,http://gd2.mlb.com/components/game/mlb/year_2013/month_04/day_30/gid_2013_04_30_anamlb_oakmlb_1/inning/inning_all.xml,405395,R,519267,R,Groundout,X,121.89,156.29,89,82.4,3.32,1.5,-2.87,10.38,-0.583,1.4,1.981,-1.039,50,5.891,2.138,-130.34,-7.331,-4.964,26.311,-14.165,23.8,16.2,3.8,Four seam fast ball,195.409,2079.293
34159,2013,http://gd2.mlb.com/components/game/mlb/year_2013/month_04/day_30/gid_2013_04_30_anamlb_oakmlb_1/inning/inning_all.xml,405395,R,346797,R,Flyout,X,90.13,159.74,92.3,86.1,3.32,1.5,-0.89,9.85,0.326,1.4,1.756,-1.064,50,5.952,4.038,-134.982,-8.702,-1.671,25.311,-13.659,23.9,3.6,3.3,Four seam fast ball,185.155,1998.074
34213,2013,http://gd2.mlb.com/components/game/mlb/year_2013/month_05/day_01/gid_2013_05_01_anamlb_oakmlb_1/inning/inning_all.xml,405395,R,543548,L,Groundout,X,90.99,164.92,80,74,3.31,1.5,12.86,3.29,0.269,1.4,1.547,3.356,50,5.729,-10.975,-116.712,-3.675,17.785,21.428,-27.549,23.8,-29.5,9.5,Change-up,104.577,2284.285
34215,2013,http://gd2.mlb.com/components/game/mlb/year_2013/month_05/day_01/gid_2013_05_01_anamlb_oakmlb_1/inning/inning_all.xml,405395,R,543548,L,Flyout,X,126.18,134.7,86.4,78.6,3.31,1.5,4.99,11.67,-0.77,1.4,2.961,2.997,50,5.89,-10.93,-126.121,-4.519,7.93,28.703,-13.55,23.7,-20.7,4,Four seam fast ball,156.937,2328.456
34218,2013,http://gd2.mlb.com/components/game/mlb/year_2013/month_05/day_01/gid_2013_05_01_anamlb_oakmlb_1/inning/inning_all.xml,405395,R,543548,L,Flyout,X,97,161.47,80.3,73.4,3.31,1.5,13.37,5.51,0.083,1.4,1.84,3.15,50,5.638,-11.06,-117.249,-3.431,18.404,24.458,-24.515,23.7,-32.8,8.9,Change-up,112.596,2466.546
34221,2013,http://gd2.mlb.com/components/game/mlb/year_2013/month_05/day_01/gid_2013_05_01_anamlb_oakmlb_1/inning/inning_all.xml,405395,R,450212,R,Sac Fly,X,105.58,158.88,81.6,73.9,3.31,1.5,1.4,0.57,-0.167,1.4,1.971,-2.05,50,4.126,3.979,-119.532,1.653,1.984,27.658,-31.297,23.7,-5.3,8.9,Slider,113.848,263.279
34291,2013,http://gd2.mlb.com/components/game/mlb/year_2013/month_05/day_02/gid_2013_05_02_balmlb_anamlb_1/inning/inning_all.xml,405395,R,501957,R,Flyout,X,107.3,157.15,94.5,86.2,3.23,1.5,-2.81,11.99,-0.196,1.4,1.971,-2.173,50,6.224,6.355,-138.129,-9.85,-5.37,33.982,-9.186,23.7,18.4,2.6,Four seam fast ball,193.147,2479.454
34297,2013,http://gd2.mlb.com/components/game/mlb/year_2013/month_05/day_02/gid_2013_05_02_balmlb_anamlb_1/inning/inning_all.xml,405395,R,501957,R,Flyout,X,100.43,104.48,94,86.1,3.23,1.5,-2.4,12.22,-0.141,1.4,3.983,-2.077,50,6.651,6.094,-137.648,-5.62,-4.578,31.852,-8.769,23.8,17.6,2.2,Four seam fast ball,191.066,2513.586
34299,2013,http://gd2.mlb.com/components/game/mlb/year_2013/month_05/day_02/gid_2013_05_02_balmlb_anamlb_1/inning/inning_all.xml,405395,R,501957,R,Flyout,X,103,138.15,93.5,85,3.23,1.5,-3.54,12.96,-0.097,1.4,2.721,-2.028,50,6.402,6.412,-136.706,-8.403,-6.61,34,-7.913,23.7,26.8,2.4,Four seam fast ball,195.239,2668.531
34301,2013,http://gd2.mlb.com/components/game/mlb/year_2013/month_05/day_02/gid_2013_05_02_balmlb_anamlb_1/inning/inning_all.xml,405395,R,462382,R,Home Run,X,127.9,132.97,95.2,87.4,3.23,1.5,-8.71,6.54,-0.872,1.4,3.064,-1.574,50,6.419,5.038,-139.476,-5.715,-17.091,32.633,-19.273,23.8,37.8,5.4,Sinker,232.952,2227.36
34355,2013,http://gd2.mlb.com/components/game/mlb/year_2013/month_05/day_03/gid_2013_05_03_balmlb_anamlb_1/inning/inning_all.xml,405395,R,456068,R,Flyout,X,97,133.84,92.6,84.7,3.32,1.5,-3.67,12.83,0.169,1.4,2.997,-0.726,50,5.845,3.661,-135.616,-6.046,-6.788,31.228,-8.34,23.8,31.5,2.5,Four seam fast ball,195.896,2651.086
34359,2013,http://gd2.mlb.com/components/game/mlb/year_2013/month_05/day_03/gid_2013_05_03_balmlb_anamlb_1/inning/inning_all.xml,405395,R,456068,R,Single,X,103,146.79,87,79.6,3.32,1.5,-7.89,6.02,-0.038,1.4,2.462,-0.792,50,5.762,4.454,-127.535,-3.828,-12.854,28.749,-22.291,23.7,27.2,6.5,Two-seam fastball,232.444,1844.452
34362,2013,http://gd2.mlb.com/components/game/mlb/year_2013/month_05/day_03/gid_2013_05_03_balmlb_anamlb_1/inning/inning_all.xml,405395,R,456068,R,Groundout,X,88.41,158.88,85.8,78.8,3.32,1.5,4.11,1.59,0.384,1.4,1.938,-1.071,50,5.808,2.28,-125.829,-3.592,6.524,28.096,-29.572,23.8,-12.9,8,Slider,111.744,809.823
34444,2013,http://gd2.mlb.com/components/game/mlb/year_2013/month_05/day_04/gid_2013_05_04_balmlb_anamlb_1/inning/inning_all.xml,405395,R,150119,R,Groundout,X,130.47,161.47,78,70.7,3.26,1.5,-5.2,0.08,-0.903,1.4,1.692,-1.977,50,6.523,3.891,-114.277,-3.579,-6.674,26.98,-31.997,23.7,10.1,10.6,Split finger fastball,268.481,847.583
34449,2013,http://gd2.mlb.com/components/game/mlb/year_2013/month_05/day_04/gid_2013_05_04_balmlb_anamlb_1/inning/inning_all.xml,405395,R,150119,R,Flyout,X,109.87,126.06,88.3,80.7,3.26,1.5,-8.86,11.32,-0.393,1.4,3.185,-1.351,50,6.753,5.36,-129.24,-6.495,-14.868,28.963,-13.108,23.7,43.3,4.8,Sinker,217.947,2714.085
34620,2013,http://gd2.mlb.com/components/game/mlb/year_2013/month_05/day_07/gid_2013_05_07_anamlb_houmlb_1/inning/inning_all.xml,405395,R,543475,R,Flyout,X,99.57,161.47,93.2,86.2,3.32,1.5,-0.97,8.6,0.002,1.4,1.913,-1.61,50,5.82,4.686,-136.377,-7.593,-1.829,29.089,-15.86,23.8,2.9,3.7,Four seam fast ball,186.395,1746.36
34655,2013,http://gd2.mlb.com/components/game/mlb/year_2013/month_05/day_08/gid_2013_05_08_anamlb_houmlb_1/inning/inning_all.xml,405395,R,502032,R,Double,X,137.34,143.33,92.2,84.4,3.31,1.5,1.21,9.12,-1.134,1.4,2.543,-1.358,50,5.748,0.18,-135.082,-5.633,2.21,31.417,-15.365,23.8,-7.7,3.7,Cut-Fastball,172.512,1820.825
34657,2013,http://gd2.mlb.com/components/game/mlb/year_2013/month_05/day_08/gid_2013_05_08_anamlb_houmlb_1/inning/inning_all.xml,405395,R,502032,R,Flyout,X,84.98,144.2,83.1,78.1,3.31,1.5,6.79,2.17,0.426,1.4,2.513,-1.522,50,5.967,2.576,-121.827,-2.416,10.361,20.426,-28.789,23.9,-20.2,8.2,Slider,108.093,1298.023
34660,2013,http://gd2.mlb.com/components/game/mlb/year_2013/month_05/day_08/gid_2013_05_08_anamlb_houmlb_1/inning/inning_all.xml,405395,R,502032,R,Groundout,X,142.49,142.47,93.1,86,3.31,1.5,-3.55,4.82,-1.351,1.4,2.479,-1.527,50,5.639,1.719,-136.518,-4.259,-6.711,29.682,-22.987,23.8,14.9,5.3,Four seam fast ball,216.147,1209.049
34663,2013,http://gd2.mlb.com/components/game/mlb/year_2013/month_05/day_08/gid_2013_05_08_anamlb_houmlb_1/inning/inning_all.xml,405395,R,502032,R,Single,X,79.83,153.69,93.2,86.8,3.31,1.5,-0.05,10.61,0.672,1.4,2.001,-1.165,50,5.702,4.988,-136.439,-7.83,-0.088,26.572,-11.848,23.9,-3.6,2.8,Four seam fast ball,180.246,2161.323
34705,2013,http://gd2.mlb.com/components/game/mlb/year_2013/month_05/day_09/gid_2013_05_09_anamlb_houmlb_1/inning/inning_all.xml,405395,R,449173,R,Flyout,X,141.63,144.2,92.2,84.7,3.26,1.5,-4.72,6.49,-1.229,1.4,2.651,-2.51,50,5.865,5.041,-135.071,-4.764,-8.682,30.707,-20.165,23.8,19.6,5,Sinker,215.864,1591.657
34713,2013,http://gd2.mlb.com/components/game/mlb/year_2013/month_05/day_09/gid_2013_05_09_anamlb_houmlb_1/inning/inning_all.xml,405395,R,449173,R,Flyout,X,87.55,151.97,88.3,81.4,3.26,1.5,2.65,4.91,0.422,1.4,2.266,-2.008,50,6.129,5.32,-129.327,-5.174,4.467,28.004,-23.813,23.8,-12.5,6.1,Slider,151.887,1063.401
34716,2013,http://gd2.mlb.com/components/game/mlb/year_2013/month_05/day_09/gid_2013_05_09_anamlb_houmlb_1/inning/inning_all.xml,405395,R,449173,R,Single,X,97,157.15,92.7,85.2,3.26,1.5,-6.75,9.03,0.18,1.4,1.963,-1.784,50,5.937,7.59,-135.517,-7.748,-12.511,30.368,-15.352,23.8,32.5,4.4,Sinker,216.638,2244.348
34728,2013,http://gd2.mlb.com/components/game/mlb/year_2013/month_05/day_09/gid_2013_05_09_anamlb_houmlb_1/inning/inning_all.xml,405395,R,458950,R,Field Error,X,129.61,156.29,90,83.1,3.26,1.5,-5.25,6.41,-0.909,1.4,2.152,-1.744,50,5.658,3.953,-131.809,-5.138,-9.257,27.519,-20.802,23.8,21.2,5.4,Four seam fast ball,219.145,1613.953
34755,2013,http://gd2.mlb.com/components/game/mlb/year_2013/month_05/day_10/gid_2013_05_10_anamlb_chamlb_1/inning/inning_all.xml,405395,R,518420,R,Groundout,X,64.38,156.29,91.4,84,3.31,1.63,-4.11,8.86,1.135,1.4,1.968,-1.313,50,5.372,7.865,-133.758,-5.926,-7.424,29.679,-16.1,23.8,18.3,4.1,Four seam fast ball,204.789,1920.409
